Entry,Method,PDB_ID,Residues_Covered,Chain
Q16539,X-ray diffraction,3E93,1-360,A
Q16539,X-ray diffraction,3FC1,1-360,X
Q16539,X-ray diffraction,3FI4,1-360,A
Q16539,X-ray diffraction,3FKL,1-360,A
Q16539,X-ray diffraction,3FKN,1-360,A
Q16539,X-ray diffraction,3FKO,1-360,A
Q16539,X-ray diffraction,3FL4,1-360,A
Q16539,X-ray diffraction,3FLN,1-360,C
Q16539,X-ray diffraction,3FLQ,1-360,A
Q16539,X-ray diffraction,3FLS,1-360,A
Q16539,X-ray diffraction,3FLW,1-360,A
Q16539,X-ray diffraction,3FLY,1-360,A
Q16539,X-ray diffraction,3FLZ,1-360,A
Q16539,X-ray diffraction,3FMH,1-360,A
Q16539,X-ray diffraction,3FMJ,1-360,A
Q16539,X-ray diffraction,3FMK,1-360,A
Q16539,X-ray diffraction,3FML,1-360,A
Q16539,X-ray diffraction,3FMM,1-360,A
Q16539,X-ray diffraction,3FMN,1-360,A
Q16539,X-ray diffraction,3FSF,1-360,A
Q16539,X-ray diffraction,3FSK,1-360,A
Q16539,X-ray diffraction,3GC7,1-360,A
Q16539,X-ray diffraction,3GCP,2-360,A
Q16539,X-ray diffraction,3GCQ,2-360,A
Q16539,X-ray diffraction,3GCS,2-360,A
Q16539,X-ray diffraction,3GCU,2-360,"A, B"
Q16539,X-ray diffraction,3GCV,2-360,A
Q16539,X-ray diffraction,3GFE,1-360,A
Q16539,X-ray diffraction,3GI3,1-360,A
Q16539,X-ray diffraction,3HA8,1-360,A
Q16539,X-ray diffraction,3HEC,5-352,A
Q16539,X-ray diffraction,3HEG,5-352,A
Q16539,X-ray diffraction,3HL7,1-360,A
Q16539,X-ray diffraction,3HLL,1-360,A
Q16539,X-ray diffraction,3HP2,1-360,A
Q16539,X-ray diffraction,3HP5,1-360,A
Q16539,X-ray diffraction,3HRB,2-360,A
Q16539,X-ray diffraction,3HUB,2-360,A
Q16539,X-ray diffraction,3HUC,2-360,A
Q16539,X-ray diffraction,3HV3,2-360,A
Q16539,X-ray diffraction,3HV4,2-360,"A, B"
Q16539,X-ray diffraction,3HV5,2-360,"A, B"
Q16539,X-ray diffraction,3HV6,2-360,A
Q16539,X-ray diffraction,3HV7,2-360,A
Q16539,X-ray diffraction,3HVC,1-360,A
Q16539,X-ray diffraction,3IPH,1-360,A
Q16539,X-ray diffraction,3ITZ,1-360,A
Q16539,X-ray diffraction,3IW5,2-360,A
Q16539,X-ray diffraction,3IW6,2-360,A
Q16539,X-ray diffraction,3IW7,2-360,A
Q16539,X-ray diffraction,3IW8,2-360,A
Q16539,X-ray diffraction,3K3I,5-352,A
Q16539,X-ray diffraction,3K3J,1-360,A
Q16539,X-ray diffraction,3KF7,1-360,A
Q16539,X-ray diffraction,3KQ7,1-360,A
Q16539,X-ray diffraction,3L8S,2-360,A
Q16539,X-ray diffraction,3L8X,2-360,A
Q16539,X-ray diffraction,3LFA,2-360,A
Q16539,X-ray diffraction,3LFB,2-360,A
Q16539,X-ray diffraction,3LFC,2-360,A
Q16539,X-ray diffraction,3LFD,2-360,A
Q16539,X-ray diffraction,3LFE,2-360,A
Q16539,X-ray diffraction,3LFF,2-360,A
Q16539,X-ray diffraction,3LHJ,1-360,A
Q16539,X-ray diffraction,3MGY,1-360,A
Q16539,X-ray diffraction,3MH0,1-360,A
Q16539,X-ray diffraction,3MH1,1-360,A
Q16539,X-ray diffraction,3MH2,1-360,A
Q16539,X-ray diffraction,3MH3,1-360,A
Q16539,X-ray diffraction,3MPA,1-360,A
Q16539,X-ray diffraction,3MPT,1-360,A
Q16539,X-ray diffraction,3MVL,2-360,"A, B"
Q16539,X-ray diffraction,3MVM,2-360,"A, B"
Q16539,X-ray diffraction,3MW1,2-360,A
Q16539,X-ray diffraction,3NEW,1-360,A
Q16539,X-ray diffraction,3NNU,1-354,A
Q16539,X-ray diffraction,3NNV,1-354,A
Q16539,X-ray diffraction,3NNW,1-354,A
Q16539,X-ray diffraction,3NNX,1-354,A
Q16539,X-ray diffraction,3NWW,2-360,A
Q16539,X-ray diffraction,3O8P,1-360,A
Q16539,X-ray diffraction,3O8T,1-360,A
Q16539,X-ray diffraction,3O8U,1-360,A
Q16539,X-ray diffraction,3OBG,1-360,A
Q16539,X-ray diffraction,3OBJ,1-360,A
Q16539,X-ray diffraction,3OC1,1-360,A
Q16539,X-ray diffraction,3OCG,2-360,A
Q16539,X-ray diffraction,3OD6,1-360,X
Q16539,X-ray diffraction,3ODY,1-360,X
Q16539,X-ray diffraction,3ODZ,1-360,X
Q16539,X-ray diffraction,3OEF,1-360,X
Q16539,X-ray diffraction,3PG3,2-360,A
Q16539,X-ray diffraction,3QUD,2-360,A
Q16539,X-ray diffraction,3QUE,2-360,A
Q16539,X-ray diffraction,3RIN,1-360,A
Q16539,X-ray diffraction,3ROC,1-360,A
Q16539,X-ray diffraction,3S3I,4-352,A
Q16539,X-ray diffraction,3S4Q,2-360,A
Q16539,X-ray diffraction,3U8W,1-360,A
Q16539,X-ray diffraction,3UVP,2-360,A
Q16539,X-ray diffraction,3UVQ,2-360,A
Q16539,X-ray diffraction,3UVR,2-360,A
Q16539,X-ray diffraction,3ZS5,2-360,A
Q16539,X-ray diffraction,3ZSG,2-360,A
Q16539,X-ray diffraction,3ZSH,2-360,A
Q16539,X-ray diffraction,3ZSI,2-360,A
Q16539,X-ray diffraction,3ZYA,1-360,A
Q16539,X-ray diffraction,4A9Y,2-360,A
Q16539,X-ray diffraction,4AA0,2-360,A
Q16539,X-ray diffraction,4AA4,2-360,A
Q16539,X-ray diffraction,4AA5,2-360,A
Q16539,X-ray diffraction,4AAC,2-360,A
Q16539,X-ray diffraction,4DLI,2-360,A
Q16539,X-ray diffraction,4DLJ,2-360,A
Q16539,X-ray diffraction,4E5A,1-360,X
Q16539,X-ray diffraction,4E5B,1-360,A
Q16539,X-ray diffraction,4E6A,1-360,A
Q16539,X-ray diffraction,4E6C,1-360,A
Q16539,X-ray diffraction,4E8A,1-360,A
Q16539,X-ray diffraction,4EH2,2-360,A
Q16539,X-ray diffraction,4EH3,2-360,A
Q16539,X-ray diffraction,4EH4,2-360,A
Q16539,X-ray diffraction,4EH5,2-360,A
Q16539,X-ray diffraction,4EH6,2-360,A
Q16539,X-ray diffraction,4EH7,2-360,A
Q16539,X-ray diffraction,4EH8,2-360,A
Q16539,X-ray diffraction,4EH9,2-360,A
Q16539,X-ray diffraction,4EHV,2-360,A
Q16539,X-ray diffraction,4EWQ,2-360,A
Q16539,X-ray diffraction,4F9W,2-360,A
Q16539,X-ray diffraction,4F9Y,2-360,A
Q16539,X-ray diffraction,4FA2,2-360,A
Q16539,X-ray diffraction,4GEO,2-360,A
Q16539,X-ray diffraction,4KIN,2-360,"A, B, C, D"
Q16539,X-ray diffraction,4KIP,2-360,"A, B"
Q16539,X-ray diffraction,4KIQ,2-360,"A, B, C, D"
Q16539,X-ray diffraction,4L8M,2-360,A
Q16539,X-ray diffraction,4R3C,2-360,A
Q16539,X-ray diffraction,4ZTH,2-360,A
Q16539,X-ray diffraction,5ETA,1-360,"A, B"
Q16539,X-ray diffraction,5ETC,1-360,A
Q16539,X-ray diffraction,5ETF,1-360,A
Q16539,X-ray diffraction,5ETI,1-360,A
Q16539,X-ray diffraction,5ML5,1-360,A
Q16539,X-ray diffraction,5MTX,1-360,A
Q16539,X-ray diffraction,5MTY,1-360,A
Q16539,X-ray diffraction,5MZ3,1-360,A
Q16539,X-ray diffraction,5N63,1-360,A
Q16539,X-ray diffraction,5N64,1-360,A
Q16539,X-ray diffraction,5N65,1-360,A
Q16539,X-ray diffraction,5N66,1-360,A
Q16539,X-ray diffraction,5N67,1-360,A
Q16539,X-ray diffraction,5N68,1-360,A
Q16539,X-ray diffraction,5O8U,1-360,A
Q16539,X-ray diffraction,5O8V,1-360,A
Q16539,X-ray diffraction,5OMG,1-360,A
Q16539,X-ray diffraction,5OMH,1-360,A
Q16539,X-ray diffraction,5TBE,1-360,A
Q16539,X-ray diffraction,5TCO,2-360,A
Q16539,X-ray diffraction,5WJJ,1-360,A
Q16539,X-ray diffraction,5XYX,1-360,A
Q16539,X-ray diffraction,5XYY,1-360,A
Q16539,X-ray diffraction,6ANL,1-360,A
Q16539,X-ray diffraction,6HWT,2-360,A
Q16539,X-ray diffraction,6HWU,2-360,A
Q16539,X-ray diffraction,6HWV,2-360,A
Q16539,X-ray diffraction,6M95,1-360,A
Q16539,X-ray diffraction,6M9L,1-360,A
Q16539,X-ray diffraction,6OHD,1-360,A
Q16539,X-ray diffraction,6SFI,1-360,A
Q16539,X-ray diffraction,6SFJ,1-360,A
Q16539,X-ray diffraction,6SFK,1-360,A
Q16539,X-ray diffraction,6SFO,1-360,A
Q8TDR0,Solution NMR,2EQO,1-133,A
Q29983,X-ray diffraction,1B3J,24-297,A
Q29983,X-ray diffraction,1HYR,24-297,C
P47224,Solution NMR,1FWQ,1-123,A
P47224,X-ray diffraction,2FU5,11-123,"A, B"
P43490,X-ray diffraction,2E5B,1-491,"A, B"
P43490,X-ray diffraction,2E5C,1-491,"A, B"
P43490,X-ray diffraction,2E5D,1-491,"A, B"
P43490,X-ray diffraction,2GVG,1-491,"A, B, C, D, E, F"
P43490,X-ray diffraction,2GVJ,1-491,"A, B"
P43490,X-ray diffraction,3DGR,1-484,"A, B"
P43490,X-ray diffraction,3DHD,1-484,"A, B"
P43490,X-ray diffraction,3DHF,1-484,"A, B"
P43490,X-ray diffraction,3DKJ,1-484,"A, B"
P43490,X-ray diffraction,3DKL,1-484,"A, B"
P43490,X-ray diffraction,4JNM,1-491,"A, B"
P43490,X-ray diffraction,4JR5,1-491,"A, B"
P43490,X-ray diffraction,4KFN,1-491,"A, B"
P43490,X-ray diffraction,4KFO,1-491,"A, B"
P43490,X-ray diffraction,4KFP,1-491,"A, B"
P43490,X-ray diffraction,4L4L,1-491,"A, B"
P43490,X-ray diffraction,4L4M,1-491,"A, B"
P43490,X-ray diffraction,4LTS,1-491,"A, B"
P43490,X-ray diffraction,4LV9,1-491,"A, B"
P43490,X-ray diffraction,4LVA,1-491,"A, B"
P43490,X-ray diffraction,4LVB,1-491,"A, B"
P43490,X-ray diffraction,4LVD,1-491,"A, B"
P43490,X-ray diffraction,4LVF,1-491,"A, B"
P43490,X-ray diffraction,4LVG,1-491,"A, B"
P43490,X-ray diffraction,4LWW,1-491,"A, B"
P43490,X-ray diffraction,4M6P,1-491,"A, B"
P43490,X-ray diffraction,4M6Q,1-491,"A, B"
P43490,X-ray diffraction,4N9B,1-491,"A, B"
P43490,X-ray diffraction,4N9C,1-491,"A, B"
P43490,X-ray diffraction,4N9D,1-491,"A, B"
P43490,X-ray diffraction,4N9E,1-491,"A, B"
P43490,X-ray diffraction,4O0Z,1-491,"A, B"
P43490,X-ray diffraction,4O10,1-491,"A, B"
P43490,X-ray diffraction,4O12,1-491,"A, B"
P43490,X-ray diffraction,4O13,1-491,"A, B"
P43490,X-ray diffraction,4O14,1-491,"A, B"
P43490,X-ray diffraction,4O15,1-491,"A, B"
P43490,X-ray diffraction,4O16,1-491,A
P43490,X-ray diffraction,4O17,1-491,"A, B"
P43490,X-ray diffraction,4O18,1-491,"A, B"
P43490,X-ray diffraction,4O19,1-491,"A, B"
P43490,X-ray diffraction,4O1A,1-491,"A, B"
P43490,X-ray diffraction,4O1B,1-491,"A, B"
P43490,X-ray diffraction,4O1C,1-491,"A, B"
P43490,X-ray diffraction,4O1D,1-491,"A, B"
P43490,X-ray diffraction,4O28,1-491,"A, B"
P43490,X-ray diffraction,4WQ6,1-491,"A, B"
P43490,X-ray diffraction,5KIT,1-491,"A, B"
P43490,X-ray diffraction,5LX3,1-491,"A, B"
P43490,X-ray diffraction,5LX5,1-491,"A, B"
P43490,X-ray diffraction,5NSD,1-491,"A, B"
P43490,X-ray diffraction,5U2M,9-485,"A, B"
P43490,X-ray diffraction,5U2N,9-485,"A, B"
P43490,X-ray diffraction,5UPE,1-491,"A, B"
P43490,X-ray diffraction,5UPF,1-491,"A, B"
P43490,X-ray diffraction,5WI0,1-491,"A, B"
P43490,X-ray diffraction,5WI1,1-491,"A, B"
P43490,X-ray diffraction,6ATB,1-491,"A, B, C, D"
P43490,X-ray diffraction,6AZJ,8-485,"A, B"
P43490,X-ray diffraction,6B75,1-491,"A, B, C, D"
P43490,X-ray diffraction,6B76,1-491,"A, B, C, D"
P43490,X-ray diffraction,6E68,8-487,"A, B"
P43490,X-ray diffraction,6PEB,2-491,"A, B, C, D"
O95944,X-ray diffraction,1HKF,19-130,A
Q14896,Solution NMR,1GXE,641-770,A
Q14896,Solution NMR,1PD6,358-451,A
Q14896,Solution NMR,2AVG,151-260,A
Q14896,Solution NMR,2K1M,2-96,A
Q14896,Solution NMR,2MQ0,453-543,A
Q14896,Solution NMR,2MQ3,453-543,A
Q14896,X-ray diffraction,2V6H,151-258,A
Q14896,X-ray diffraction,3CX2,151-258,A
Q14896,Solution NMR,5K6P,319-451,A
Q14896,Electron Microscopy,6CXI,151-258;1-101,"M, N, O, P, Q"
Q14896,Electron Microscopy,6CXJ,151-258;1-101,"M, N, O, P, Q"
Q14896,Electron Microscopy,6G2T,151-258,"G, H, I, J, K, L"
P25189,X-ray diffraction,3OAI,30-150,"A, B"
P55055,X-ray diffraction,1P8D,213-460,"A, B"
P55055,X-ray diffraction,1PQ6,212-460,"A, B, C, D"
P55055,X-ray diffraction,1PQ9,212-460,"A, B, C, D"
P55055,X-ray diffraction,1PQC,212-460,"A, B, C, D"
P55055,X-ray diffraction,1UPV,203-460,A
P55055,X-ray diffraction,1UPW,203-460,A
P55055,X-ray diffraction,3KFC,212-460,"A, B, C, D"
P55055,X-ray diffraction,3L0E,212-460,A
P55055,X-ray diffraction,4DK7,218-460,"A, C"
P55055,X-ray diffraction,4DK8,218-460,"A, C"
P55055,X-ray diffraction,4NQA,72-175;176-460,"B, I"
P55055,X-ray diffraction,4RAK,213-460,"A, B"
P55055,X-ray diffraction,5HJP,216-460,"B, D"
P55055,X-ray diffraction,5I4V,210-460,"A, E"
P55055,X-ray diffraction,5JY3,213-460,"A, B, C, D"
P55055,X-ray diffraction,5KYA,209-460,"A, E"
P55055,X-ray diffraction,5KYJ,210-460,"A, E"
P55055,X-ray diffraction,6JIO,214-460,"A, B, C, D"
P55055,X-ray diffraction,6S4N,216-460,"A, B, C, D"
P55055,X-ray diffraction,6S4T,216-460,A
P55055,X-ray diffraction,6S4U,216-460,"A, B, C"
P55055,X-ray diffraction,6S5K,216-460,A
Q13133,X-ray diffraction,1UHL,207-447,B
Q13133,X-ray diffraction,3IPQ,182-447,A
Q13133,X-ray diffraction,3IPS,182-447,"A, B"
Q13133,X-ray diffraction,3IPU,182-447,"A, B"
Q13133,X-ray diffraction,5AVI,182-447,"A, C"
Q13133,X-ray diffraction,5AVL,182-447,A
Q13133,X-ray diffraction,5HJS,182-447,"A, B"
O00482,X-ray diffraction,1YOK,300-541,A
O00482,X-ray diffraction,1YUC,290-541,"A, B"
O00482,X-ray diffraction,1ZDU,297-541,A
O00482,X-ray diffraction,2A66,79-187,A
O00482,X-ray diffraction,3PLZ,300-541,"A, B"
O00482,X-ray diffraction,3TX7,191-541,B
O00482,X-ray diffraction,4DOR,290-541,"A, B"
O00482,X-ray diffraction,4DOS,299-538,A
O00482,X-ray diffraction,4IS8,300-538,"A, B"
O00482,X-ray diffraction,4ONI,291-541,"A, B"
O00482,X-ray diffraction,4PLD,301-541,A
O00482,X-ray diffraction,4PLE,301-541,"A, C, E, G"
O00482,X-ray diffraction,4RWV,294-541,A
O00482,X-ray diffraction,5L0M,79-187,A
O00482,X-ray diffraction,5L11,299-541,A
O00482,X-ray diffraction,5SYZ,297-538,A
O00482,X-ray diffraction,5UNJ,299-541,A
O00482,X-ray diffraction,6OQX,299-541,A
O00482,X-ray diffraction,6OQY,299-541,A
O00482,X-ray diffraction,6OR1,299-541,A
P10515,Solution NMR,1FYC,214-315,A
P10515,X-ray diffraction,1Y8N,212-319,B
P10515,X-ray diffraction,1Y8O,212-319,B
P10515,X-ray diffraction,1Y8P,212-319,B
P10515,Solution NMR,2DNE,92-186,A
P10515,X-ray diffraction,2PNR,212-319,"C, G"
P10515,X-ray diffraction,2Q8I,212-319,B
P10515,Electron Microscopy,3B8K,409-647,A
P10515,X-ray diffraction,3CRK,214-300,"C, D"
P10515,X-ray diffraction,3CRL,214-300,"C, D"
P10515,Electron Microscopy,6CT0,1-647,0
P10515,Electron Microscopy,6H55,1-647,A
P36957,Electron Microscopy,6H05,68-453,A
Q9BXB4,Solution NMR,2D9X,59-165,A
Q15084,Solution NMR,1X5D,161-280,A
Q15084,X-ray diffraction,3VWW,25-140,"A, B"
Q15084,X-ray diffraction,3W8J,20-140,"A, B"
Q15084,X-ray diffraction,4EF0,27-140,"A, B"
Q15084,X-ray diffraction,4GWR,160-274,"A, B"
Q9NPB6,X-ray diffraction,1WMH,14-95,B
Q9BYE7,Solution NMR,2DJB,124-182,A
O15162,X-ray diffraction,1Y2A,257-266,P
Q96N28,X-ray diffraction,4XZV,1-172,"B, D, F, H"
Q96LB8,X-ray diffraction,2EAV,209-373,"A, B"
Q96LB8,X-ray diffraction,2EAX,210-373,"A, B, C"
Q9H4B4,X-ray diffraction,4B6L,52-332,A
Q13835,X-ray diffraction,1XM9,244-721,A
P55347,Solution NMR,1X2N,260-319,A
Q8WVV4,X-ray diffraction,3BH9,53-62,C
O43663,X-ray diffraction,3NRX,341-466,"A, B"
O43663,X-ray diffraction,3NRY,341-466,A
O43663,X-ray diffraction,4L3I,1-486,"A, B"
O43663,X-ray diffraction,4L6Y,1-486,"A, B"
O43663,Electron Microscopy,5KMG,341-464,P
Q13523,X-ray diffraction,4IAN,657-1007,"A, B"
Q13523,X-ray diffraction,4IFC,657-1007,"A, B"
Q13523,X-ray diffraction,4IIR,657-1007,"A, B"
Q13523,X-ray diffraction,4IJP,657-1007,"A, B"
Q13523,X-ray diffraction,6CNH,657-1005,A
Q13523,X-ray diffraction,6PJJ,657-1005,"A, B, C, D"
Q13523,X-ray diffraction,6PK6,657-1005,A
Q13523,Electron Microscopy,6QX9,1-1007,K
Q16849,X-ray diffraction,2I1Y,681-979,"A, B"
Q16849,X-ray diffraction,2QT7,468-558,"A, B"
Q16849,X-ray diffraction,3N01,470-558,"A, B"
Q16849,X-ray diffraction,3N4W,470-558,"A, B"
Q16849,X-ray diffraction,3NG8,470-558,"A, B"
Q16849,X-ray diffraction,3NP5,470-558,"A, B, C, D"
Q3SYG4,X-ray diffraction,4YD8,1-407,"A, B"
O14949,Electron Microscopy,5XTE,2-82,"J, V"
O14949,Electron Microscopy,5XTH,2-82,"AJ, AV"
O14949,Electron Microscopy,5XTI,2-82,"AJ, AV"
P62820,X-ray diffraction,2FOL,6-177,A
P62820,X-ray diffraction,2WWX,4-178,A
P62820,X-ray diffraction,3L0I,1-177,"B, D"
P62820,X-ray diffraction,3SFV,1-176,A
P62820,X-ray diffraction,3TKL,1-191,A
P62820,X-ray diffraction,4FMB,6-176,"B, D, F"
P62820,X-ray diffraction,4FMC,6-176;14-115,F
P62820,X-ray diffraction,4FMD,6-176;13-176,F
P62820,X-ray diffraction,4FME,6-176,"B, E"
P62820,X-ray diffraction,4IRU,4-177,"B, D, F"
P62820,X-ray diffraction,4JVS,1-177,B
Q15907,X-ray diffraction,2F9L,8-205,A
Q15907,X-ray diffraction,2F9M,8-205,A
Q15907,X-ray diffraction,4OJK,8-205,"A, B"
Q13405,Electron Microscopy,3J7Y,1-166,g
Q13405,Electron Microscopy,3J9M,1-166,g
Q13405,Electron Microscopy,5OOL,1-166,g
Q13405,Electron Microscopy,5OOM,1-166,g
Q13405,Electron Microscopy,6NU2,38-166,g
Q13405,Electron Microscopy,6NU3,1-166,g
O43865,X-ray diffraction,3MTG,89-530,"A, B"
Q96T51,Solution NMR,2YQM,627-708,A
Q96T51,X-ray diffraction,2YW8,627-708,A
Q9UPN6,Solution NMR,2DIW,1-137,A
Q9UPN6,X-ray diffraction,3D9I,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9J,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9K,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9L,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9M,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9N,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9O,1-136,"A, B"
Q9UPN6,X-ray diffraction,3D9P,1-136,"A, B"
Q9UQR0,X-ray diffraction,1OI1,23-243,A
Q9UQR0,X-ray diffraction,2BIV,1-243,"A, B, C"
Q9UQR0,Solution NMR,2MEM,354-468,A
Q9UQR0,X-ray diffraction,2VYT,23-243,"A, B"
Q9UQR0,X-ray diffraction,4EDU,29-243,A
P82675,Electron Microscopy,3J9M,1-430,AD
P82675,Electron Microscopy,6NU2,88-430,AD
P82675,Electron Microscopy,6NU3,1-430,AD
P51398,Electron Microscopy,3J9M,1-398,AX
P51398,Electron Microscopy,6NU2,51-398,AX
P51398,Electron Microscopy,6NU3,1-398,AX
P06702,X-ray diffraction,1IRJ,2-114,"A, B, C, D, E, F, G, H"
P06702,X-ray diffraction,1XK4,2-114,"C, D, G, H, K, L"
P06702,X-ray diffraction,4GGF,1-114,"C, L, T, V"
P06702,X-ray diffraction,4XJK,1-114,"B, D, F, H, J"
P06702,Solution NMR,5I8N,1-114,"A, B"
P06702,X-ray diffraction,5W1F,1-114,"B, D, F, H"
P06702,X-ray diffraction,6DS2,1-114,"B, D, F, H"
Q9Y286,X-ray diffraction,1NKO,19-150,A
Q9Y286,X-ray diffraction,1O7S,18-144,A
Q9Y286,X-ray diffraction,1O7V,18-144,A
Q9Y286,X-ray diffraction,2DF3,18-144,A
Q9Y286,X-ray diffraction,2G5R,18-144,A
Q9Y286,X-ray diffraction,2HRL,18-144,A
Q9UIB8,X-ray diffraction,2PKD,22-131,"A, B, C, D, E, F"
Q9P270,X-ray diffraction,3RDV,574-581,"E, F, G, H"
Q8IUQ4,X-ray diffraction,2A25,90-282,A
Q8IUQ4,X-ray diffraction,4C9Z,91-282,"A, B"
Q8IUQ4,X-ray diffraction,4CA1,91-282,"A, B"
Q8IUQ4,X-ray diffraction,4I7B,90-282,"A, C"
Q8IUQ4,X-ray diffraction,4I7C,90-282,"A, C"
Q8IUQ4,X-ray diffraction,4I7D,90-282,"A, C"
Q8IUQ4,X-ray diffraction,4X3G,91-282,"A, B"
Q8IUQ4,X-ray diffraction,5WZZ,93-282,"A, B, C, D"
Q13435,Solution NMR,2DO5,24-68,A
Q13435,Electron Microscopy,5Z56,1-895,G
Q13435,Electron Microscopy,5Z57,1-895,G
Q13435,Electron Microscopy,5Z58,1-895,G
Q13435,Electron Microscopy,6AH0,1-895,G
Q13435,Electron Microscopy,6FF4,1-895,8
Q13435,Electron Microscopy,6FF7,1-895,Z
Q13435,Electron Microscopy,6QX9,1-895,B2
Q9NVS2,Electron Microscopy,3J7Y,1-196,r
Q9NVS2,Electron Microscopy,3J9M,1-196,r
Q9NVS2,Electron Microscopy,5OOL,1-196,r
Q9NVS2,Electron Microscopy,5OOM,1-196,r
Q9NVS2,Electron Microscopy,6NU2,35-196,r
Q9NVS2,Electron Microscopy,6NU3,1-196,r
Q01082,X-ray diffraction,1AA2,173-280,A
Q01082,X-ray diffraction,1BKR,172-280,A
Q01082,X-ray diffraction,3EDV,1697-2015,"A, B"
O00267,Solution NMR,2DO3,462-523,A
O00267,Solution NMR,2E6Z,420-471,A
O00267,Solution NMR,2E70,694-757,A
O00267,X-ray diffraction,3H7H,176-273,B
O00267,X-ray diffraction,4L1U,778-790,"G, H, I, J"
O00267,X-ray diffraction,5OHO,536-646,"A, B"
O00267,X-ray diffraction,5OHQ,979-1087,A
O00267,Electron Microscopy,5OIK,1-1087,Z
O00267,X-ray diffraction,5U98,980-988,"C, F"
O00267,Solution NMR,6EQY,522-647,A
O00267,Solution NMR,6ER0,961-1087,A
O00267,Electron Microscopy,6GMH,1-1087,Z
O00267,Electron Microscopy,6GML,1-1087,Z
P11277,X-ray diffraction,1S35,1063-1275,A
P11277,X-ray diffraction,3EDU,1692-1907,A
P11277,X-ray diffraction,3F57,1686-1907,"A, B"
P11277,X-ray diffraction,3KBT,1583-1906,"A, B"
P11277,X-ray diffraction,3KBU,1583-1906,"A, B"
P11277,X-ray diffraction,3LBX,1902-2084,B
P02549,Solution NMR,1OWA,1-156,A
P02549,X-ray diffraction,3LBX,1-158,A
P02549,X-ray diffraction,5J4O,1599-1826,A
Q9Y657,X-ray diffraction,2NS2,26-262,"A, B"
Q9Y657,X-ray diffraction,4H75,27-262,A
Q9Y657,X-ray diffraction,4MZF,50-262,B
Q9Y657,X-ray diffraction,4MZG,50-262,"B, D"
Q9Y657,X-ray diffraction,4MZH,50-262,A
Q9Y657,X-ray diffraction,5JSG,50-262,"A, B"
Q9Y657,X-ray diffraction,5JSJ,50-262,"A, B"
Q9Y657,X-ray diffraction,5Y5W,51-262,"A, B, C, D"
Q9Y657,X-ray diffraction,6I8B,48-262,"B, E"
Q9Y657,X-ray diffraction,6I8L,48-262,B
Q9Y657,X-ray diffraction,6I8Y,48-262,A
Q9Y657,X-ray diffraction,6QPL,48-262,B
Q56A73,X-ray diffraction,4UY4,36-249,"A, B"
Q7Z699,X-ray diffraction,3SYX,13-131,A
Q9NUP9,X-ray diffraction,3LRA,3-64,A
P48059,Solution NMR,1G47,1-70,A
P48059,Solution NMR,1NYP,188-251,A
P48059,Solution NMR,1U5S,188-251,B
P48059,Solution NMR,2COR,125-190,A
P48059,Solution NMR,2D8X,71-127,A
P48059,Solution NMR,2KBX,1-70,B
P48059,X-ray diffraction,3F6Q,6-68,B
P48059,X-ray diffraction,4HI8,6-68,B
P48059,X-ray diffraction,4HI9,6-68,B
P48059,Solution NMR,6MIF,249-325,A
Q13094,Solution NMR,1H3H,232-241,B
Q13094,X-ray diffraction,1YWO,185-194,P
Q13094,Solution NMR,2EAP,1-83,A
Q13094,Solution NMR,2ROR,122-136,B
O00370,X-ray diffraction,1VYB,1-238,"A, B"
O00370,X-ray diffraction,2V0R,1-196;197-238,"A, B"
O00370,X-ray diffraction,2V0S,1-238,A
P62310,Electron Microscopy,3JCR,1-102,N
P62310,Electron Microscopy,5O9Z,1-102,p
P62310,Electron Microscopy,6AH0,1-102,r
P62310,Electron Microscopy,6AHD,1-102,r
P62310,Electron Microscopy,6QW6,1-102,6
P62310,Electron Microscopy,6QX9,1-102,6
Q96NI6,X-ray diffraction,5XNP,18-374,"A, B"
Q96NI6,X-ray diffraction,5XNQ,18-375,A
Q96NI6,X-ray diffraction,5XWS,18-379,A
Q96NI6,X-ray diffraction,5XWT,18-379,"B, D"
P23368,X-ray diffraction,1DO8,21-584,"A, B, C, D"
P23368,X-ray diffraction,1EFK,1-584,"A, B, C, D"
P23368,X-ray diffraction,1EFL,1-584,"A, B, C, D"
P23368,X-ray diffraction,1GZ3,20-573,"A, B, C, D"
P23368,X-ray diffraction,1GZ4,23-573,"A, B, C, D"
P23368,X-ray diffraction,1PJ2,21-584,"A, B, C, D"
P23368,X-ray diffraction,1PJ3,21-584,"A, B, C, D"
P23368,X-ray diffraction,1PJ4,21-584,"A, B, C, D"
P23368,X-ray diffraction,1PJL,1-584,"A, B, C, D, E, F, G, H"
P23368,X-ray diffraction,1QR6,1-584,"A, B"
Q9UPY8,Solution NMR,1WYO,1-146,A
Q9UPY8,X-ray diffraction,3CO1,1-130,A
Q9UPY8,Electron Microscopy,3JAK,1-200,"M, N"
Q9UPY8,Electron Microscopy,3JAL,1-200,"M, N"
Q9UPY8,Electron Microscopy,3JAR,1-200,"M, N"
