From	Entry	Gene Ontology (molecular function)
P38339	P38339	GTPase activator activity [GO:0005096]; identical protein binding [GO:0042802]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]
P38340	P38340	N-terminal protein N-methyltransferase activity [GO:0071885]
P38341	P38341	
P38342	P38342	3-dehydrosphinganine reductase activity [GO:0047560]; NADPH binding [GO:0070402]
P38343	P38343	
P38344	P38344	sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P38345	P38345	enzyme activator activity [GO:0008047]; protein folding chaperone [GO:0044183]
P38346	P38346	
P38347	P38347	protein methyltransferase activity [GO:0008276]; protein-lysine N-methyltransferase activity [GO:0016279]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P38348	P38348	protein folding chaperone [GO:0044183]
P38349	P38349	
P38351	P38351	chromatin binding [GO:0003682]; RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]; RNA polymerase II complex binding [GO:0000993]
P38352	P38352	
P38353	P38353	protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]
P38354	P38354	ribosome binding [GO:0043022]
P38355	P38355	
P38356	P38356	
P38357	P38357	
P38358	P38358	basic amino acid transmembrane transporter activity [GO:0015174]
P38359	P38359	secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]
P38360	P38360	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type cadmium transporter activity [GO:0008551]; proteasome binding [GO:0070628]
P38361	P38361	identical protein binding [GO:0042802]; sodium:phosphate symporter activity [GO:0005436]
P38374	P38374	
P38426	P38426	catalytic activity [GO:0003824]; enzyme regulator activity [GO:0030234]; identical protein binding [GO:0042802]
P38427	P38427	catalytic activity [GO:0003824]; enzyme regulator activity [GO:0030234]
P38428	P38428	ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activator activity [GO:0097027]
P38429	P38429	transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]
P38430	P38430	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
P38431	P38431	eukaryotic initiation factor eIF2 binding [GO:0071074]; GDP-dissociation inhibitor activity [GO:0005092]; GTP binding [GO:0005525]; GTPase activator activity [GO:0005096]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
P38439	P38439	RNA binding [GO:0003723]; RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coregulator activity [GO:0003712]
P38523	P38523	adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]
P38555	P38555	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
P38590	P38590	histone H2AXY142 phosphatase activity [GO:0140793]; MAP kinase tyrosine phosphatase activity [GO:0033550]; MAP kinase tyrosine/serine/threonine phosphatase activity [GO:0017017]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine/threonine phosphatase activity [GO:0008330]
P38604	P38604	lanosterol synthase activity [GO:0000250]
P38615	P38615	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P38616	P38616	
P38620	P38620	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]
P38622	P38622	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P38623	P38623	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P38624	P38624	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
P38625	P38625	ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; GMP synthase activity [GO:0003921]
P38626	P38626	2-(3-amino-3-carboxypropyl)histidine synthase activity [GO:0090560]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; NADH dehydrogenase activity [GO:0003954]
P38627	P38627	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]
P38628	P38628	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]
P38629	P38629	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]
P38630	P38630	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]
P38631	P38631	1,3-beta-D-glucan synthase activity [GO:0003843]
P38632	P38632	protein serine/threonine kinase inhibitor activity [GO:0030291]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]
P38633	P38633	transcription coactivator activity [GO:0003713]
P38634	P38634	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]; SCF ubiquitin ligase complex binding [GO:1905761]
P38635	P38635	histidinol-phosphatase activity [GO:0004401]
P38636	P38636	copper chaperone activity [GO:0016531]; metal ion binding [GO:0046872]
P38637	P38637	proteasome binding [GO:0070628]
P38682	P38682	GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]
P38687	P38687	7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; signal recognition particle binding [GO:0005047]
P38688	P38688	7S RNA binding [GO:0008312]
P38689	P38689	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]
P38690	P38690	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]
P38691	P38691	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; mRNA binding [GO:0003729]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P38692	P38692	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P38693	P38693	acid phosphatase activity [GO:0003993]
P38694	P38694	aldehyde dehydrogenase (NAD+) activity [GO:0004029]
P38695	P38695	carbohydrate:proton symporter activity [GO:0005351]; D-glucose transmembrane transporter activity [GO:0055056]; fructose transmembrane transporter activity [GO:0005353]; mannose transmembrane transporter activity [GO:0015578]
P38696	P38696	structural constituent of cytoskeleton [GO:0005200]
P38697	P38697	chromatin binding [GO:0003682]; IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]
P38698	P38698	ATP binding [GO:0005524]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]
P38699	P38699	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P38700	P38700	clathrin adaptor activity [GO:0035615]
P38701	P38701	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
P38702	P38702	coenzyme A transmembrane transporter activity [GO:0015228]
P38703	P38703	sphingosine N-acyltransferase activity [GO:0050291]
P38704	P38704	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
P38705	P38705	ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]
P38707	P38707	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; sequence-specific mRNA binding [GO:1990825]
P38708	P38708	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]
P38709	P38709	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]
P38710	P38710	inositol monophosphate 1-phosphatase activity [GO:0008934]; metal ion binding [GO:0046872]
P38711	P38711	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]
P38712	P38712	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
P38713	P38713	lipid binding [GO:0008289]; sterol binding [GO:0032934]; sterol transfer activity [GO:0120015]
P38714	P38714	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]
P38715	P38715	aldose reductase (NADPH) activity [GO:0004032]; D-xylose reductase (NADPH) activity [GO:0032866]; mRNA binding [GO:0003729]
P38716	P38716	carbon-sulfur lyase activity [GO:0016846]; pyridoxal phosphate binding [GO:0030170]
P38717	P38717	transcription coregulator activity [GO:0003712]
P38719	P38719	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
P38720	P38720	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]
P38721	P38721	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]
P38722	P38722	
P38723	P38723	
P38724	P38724	siderophore-iron transmembrane transporter activity [GO:0015343]
P38725	P38725	structural constituent of cell wall [GO:0005199]
P38727	P38727	
P38728	P38728	
P38729	P38729	
P38730	P38730	
P38731	P38731	siderophore-iron transmembrane transporter activity [GO:0015343]
P38732	P38732	protein-lysine N-methyltransferase activity [GO:0016279]
P38733	P38733	
P38734	P38734	L-amino acid transmembrane transporter activity [GO:0015179]; L-methionine transmembrane transporter activity [GO:0015191]
