YSN	 UniProtID	 Name	 Gene Names
YDR196C	Q03941	Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	CAB5, YDR196C, YD9346.07C
YBR270C	P38346	Probable target of rapamycin complex 2 subunit BIT2 (TORC2 subunit BIT2) (Binding partner of TOR2 protein 2)	BIT2, YBR270C, YBR1738
YPL211W	Q08962	60S ribosome subunit biogenesis protein NIP7 (Nuclear import protein 7)	NIP7, YPL211W
YDL006W	P35182	Protein phosphatase 2C homolog 1 (PP2C-1) (EC 3.1.3.16)	PTC1, TPD1, YDL006W, D2925
YOR123C	P38439	RNA polymerase-associated protein LEO1	LEO1, YOR123C, O3278, YOR3278C
YKR027W	P36122	Protein BCH2 (BUD7 and CHS6 homolog 2)	BCH2, FMP50, YKR027W
YKL080W	P31412	V-type proton ATPase subunit C (V-ATPase subunit C) (V-ATPase 42 kDa subunit) (Vacuolar proton pump subunit C)	VMA5, VAT3, VATC, YKL080W, YKL410
YJL116C	P46955	Beta-glucosidase-like protein NCA3, mitochondrial	NCA3, YJL116C, J0748
YNR033W	P37254	Aminodeoxychorismate synthase (ADC synthase) (EC 2.6.1.85) (P-aminobenzoic acid synthase) (PABA synthase) (Para-aminobenzoate synthase)	ABZ1, YNR033W, N3286
YJR040W	P37020	Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal]	GEF1, CLCY1, YJR040W, J1616
YOR385W	Q08909	Uncharacterized protein YOR385W	YOR385W
YJR019C	P41903	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (EC 3.1.2.2) (Peroxisomal long-chain acyl-CoA thioesterase 1)	TES1, PTE1, YJR019C, J1456
YCR020C	P25362	Protein PET18	PET18, HIT2, YCR020C, YCR20C
YOR160W	Q99189	mRNA transport regulator MTR10	MTR10, YOR160W
YER142C	P22134	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine DNA glycosidase) (3MEA DNA glycosylase)	MAG1, MAG, YER142C
YLR097C	Q12347	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3, YLR097C
YGL016W	P32767	Importin beta-like protein KAP122 (Karyopherin-122) (Pleiotropic drug resistance regulatory protein 6)	KAP122, PDR6, YGL016W
YHR057C	P23285	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B)	CPR2, CRG, CYP2, SCC2, YHR057C
YOR131C	Q12486	Uncharacterized hydrolase YOR131C (EC 3.-.-.-)	YOR131C, O3311, YOR3311c
YNL277W	P08465	Homoserine O-acetyltransferase (EC 2.3.1.31) (Homoserine O-trans-acetylase)	MET2, YNL277W, N0615
YDR137W	P16664	Guanine nucleotide exchange factor subunit RGP1 (Reduced growth phenotype protein 1) (Rgp1p)	RGP1, YDR137W, YD9302.13
YLR393W	P18496	Mitochondrial ATPase complex subunit ATP10	ATP10, YLR393W, L8084.8
YML094W	Q04493	Prefoldin subunit 5 (Genes involved in microtubule biogenesis protein 5) (Gim complex subunit 5) (GimC subunit 5)	GIM5, PFD5, YML094W
YPL149W	Q12380	Autophagy protein 5	ATG5, APG5, YPL149W, P2601
YOR252W	Q08687	Translation machinery-associated protein 16	TMA16, YOR252W
YDR343C	P39003	High-affinity hexose transporter HXT6	HXT6, YDR343C, D9651.12
YKL096W	P28319	Cell wall protein CWP1 (Glycoprotein GP40)	CWP1, YKL096W, YJU1, YKL443
YER143W	P40087	DNA damage-inducible protein 1 (EC 3.4.23.-) (v-SNARE-master 1)	DDI1, VSM1, YER143W
YBR105C	P38263	Vacuolar import and degradation protein 24 (Glucose-induced degradation protein 4)	VID24, GID4, YBR105C, YBR0834
YJR111C	P47148	Peroxisomal protein 2	PXP2, YJR111C, J2009
YKR051W	P36142	Vacuole membrane protein HFL1 (Has fused lysosomes protein 1)	HFL1, YKR051W
YLR422W	Q06409	DOCK-like protein 1	DCK1, YLR422W
YLR431C	Q06671	Autophagy-related protein 23 (Cytoplasm to vacuole targeting protein 23)	ATG23, CVT23, YLR431C
YHR123W	P22140	Choline/ethanolaminephosphotransferase 1 (ETHPT) (Ethanolaminephosphotransferase 1) (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase EPT1)	EPT1, YHR123W
YBR271W	P38347	Protein-lysine N-methyltransferase EFM2 (EC 2.1.1.-) (Elongation factor methyltransferase 2)	EFM2, YBR271W, YBR1739
YDL036C	Q12069	tRNA pseudouridine(32) synthase, mitochondrial (EC 5.4.99.28) (tRNA pseudouridine synthase 9) (tRNA pseudouridylate synthase 9) (tRNA-uridine isomerase 9)	PUS9, YDL036C, D2743
YNL187W	P53873	Protein SWT21 (Synthetic With TGS1 protein 21)	SWT21, YNL187W, N1615
YOL017W	Q08119	Protein ESC8 (Establishes silent chromatin protein 8)	ESC8, YOL017W
YML102W	Q04199	Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)	CAC2, YML102W
YKL047W	P36090	Uncharacterized protein ANR2 (AVL9-related family protein 2)	ANR2, YKL047W, YKL260
YHR081W	P38801	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)	LRP1, RRP47, YC1D, YHR081W
YPR019W	P30665	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54)	MCM4, CDC54, HCD21, YPR019W, YP9531.13
YEL066W	P39979	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36)	HPA3, YEL066W
YDR395W	Q04175	Importin beta SMX1 (Suppressor of mRNA export mutant protein 1) (karyopherin-108)	SXM1, KAP108, YDR395W
YDR118W	Q04601	Anaphase-promoting complex subunit 4	APC4, YDR118W
YMR066W	Q04748	Protein SOV1, mitochondrial	SOV1, YMR066W, YM9916.05
YBL041W	P23724	Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	PRE7, PRS3, PTS1, YBL041W, YBL0407
YNL034W	P53963	Uncharacterized protein YNL034W	YNL034W, N2740
YCR088W	P15891	Actin-binding protein	ABP1, YCR088W, YCR88W
YDL165W	P06100	General negative regulator of transcription subunit 2 (cell division cycle protein 36)	CDC36, DNA19, NOT2, YDL165W
YMR017W	Q04359	Sporulation-specific protein 20	SPO20, YMR017W, YM9711.05
YPL224C	Q08970	Mitochondrial metal transporter 2	MMT2, MFT2, YPL224C
YLR218C	Q05809	Cytochrome oxidase assembly factor 4 (Cx9C motif-containing protein 3)	COA4, CMC3, YLR218C
YIL043C	P38626	NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase) (P35)	CBR1, CBR, CBR5, YIL043C
YOR127W	P39083	Rho-type GTPase-activating protein 1	RGA1, DBM1, THE1, YOR127W, O3290, YOR3290W
YKL012W	P33203	Pre-mRNA-processing protein PRP40	PRP40, YKL012W, YKL165
YBL010C	P32788	Uncharacterized protein YBL010C	YBL010C, YBL0316
YLR035C	Q07980	DNA mismatch repair protein MLH2 (MutL protein homolog 2)	MLH2, YLR035C
YJL072C	P40359	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	PSF2, YJL072C, HRF213, J1086
YPL052W	Q02803	Ornithine decarboxylase antizyme (ODC-Az)	OAZ1, YPL052W
YDR466W	Q03306	Serine/threonine-protein kinase PKH3 (EC 2.7.11.1) (Pkb-activating kinase homolog 3)	PKH3, YDR466W
YDL079C	P50873	Serine/threonine-protein kinase MRK1 (EC 2.7.11.1)	MRK1, YDL079C
YJR094W-A	P0CX26	Large ribosomal subunit protein eL43B (60S ribosomal protein L43-B) (L37a) (YL35)	RPL43B, YJR094W-A, YJR094BW
YDR319C	Q06676	Acyl-coenzyme A diphosphatase YFT2 (EC 3.6.1.-) (FIT family protein YFT2)	YFT2, FIT2A, YDR319C
YPR070W	Q12321	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)	MED1, YPR070W, YP9499.25, YPR063W
YNL185C	P53875	Large ribosomal subunit protein uL11m (54S ribosomal protein L19, mitochondrial) (YmL19)	MRPL19, YNL185C, N1623
YPL151C	Q12417	Pre-mRNA-splicing factor PRP46 (Complexed with CEF1 protein 1) (PRP nineteen-associated complex protein 50) (PRP19-associated complex protein 50) (Pre-mRNA-processing protein 46)	PRP46, CWC1, NTC50, YPL151C, P2594
YKL172W	P36049	rRNA-processing protein EBP2 (EBNA1-binding protein homolog)	EBP2, YKL172W, YKL636
YEL005C	P40003	Biogenesis of lysosome-related organelles complex 1 subunit VAB2 (BLOC-1 subunit VAB2) (VAC8-binding protein 2)	VAB2, VAB31, YEL005C
YNR039C	P53735	Protein ZRG17 (Zinc-regulated gene 17 protein)	ZRG17, YNR039C, N3403
YJR076C	P32458	Cell division control protein 11	CDC11, PSL9, YJR076C, J1833
YDR208W	P38994	Phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)	MSS4, YDR208W, YD8142A.05
YML015C	Q04226	Transcription initiation factor TFIID subunit 11 (TAFII-40) (TAFII40) (TBP-associated factor 11) (TBP-associated factor 40 kDa) (P40)	TAF11, TAF40, YML015C, YM9571.03C
YMR062C	Q04728	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial (Extracellular mutant protein 40) [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	ARG7, ECM40, YMR062C, YM9916.01C
YGL166W	P15315	Transcriptional activator protein CUP2 (Copper-fist transcription factor)	CUP2, ACE1, YGL166W, G1810
YOR238W	Q08634	Uncharacterized protein YOR238W	YOR238W
YIL162W	P00724	Invertase 2 (EC 3.2.1.26) (Beta-fructofuranosidase 2) (Saccharase)	SUC2, YIL162W
YBR085C-A	O43137	Uncharacterized protein YBR085C-A	YBR085C-A
YDR044W	P11353	Oxygen-dependent coproporphyrinogen-III oxidase (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	HEM13, YDR044W, YD5112.02
YDR245W	P50108	Probable alpha-1,6-mannosyltransferase MNN10 (EC 2.4.1.-) (Bud emergence delay protein 1) (Mannan polymerase II complex MNN10 subunit) (M-Pol II subunit MNN10)	MNN10, BED1, YDR245W, YD8419.12
YHR016C	P32793	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	YSC84, LSB4, YHR016C
YGR283C	P53336	Putative methyltransferase YGR283C (EC 2.1.1.-)	YGR283C
YDR487C	Q99258	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	RIB3, YDR487C, D8035.30
YKL004W	P36107	Inositol phosphorylceramide synthase catalytic subunit AUR1 (IPC synthase catalytic subunit AUR1) (EC 2.7.1.227) (Aureobasidin A resistance protein) (Phosphatidylinositol:ceramide phosphoinositol transferase)	AUR1, YKL004W
YBR281C	P38149	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	DUG2, YBR281C, YBR2018
YLR273C	Q06216	Serine/threonine-protein phosphatase 1 regulatory subunit PIG1	PIG1, YLR273C, L9328.2
YDR061W	Q12298	Uncharacterized ABC transporter ATP-binding protein YDR061W	YDR061W, D4241
YGL176C	P46945	Uncharacterized protein YGL176C	YGL176C, G1636
YDL092W	P38985	Signal recognition particle subunit SRP14 (Signal recognition particle 14 kDa protein homolog)	SRP14, YDL092W, D2404
YLR423C	Q06410	Autophagy-related protein 17	ATG17, APG17, YLR423C
YHR038W	P38771	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1, FIL1, KIM4, YHR038W
YKL025C	P36102	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3, ECM35, YKL025C
YCL048W	P25380	Sporulation-specific protein 22	SPS22, YCL048W, YCL48W
YML027W	P34161	Homeobox protein YOX1	YOX1, YML027W
YJL176C	P32591	SWI/SNF complex subunit SWI3 (Transcription factor TYE2) (Transcription regulatory protein SWI3)	SWI3, TYE2, YJL176C, J0495
YBR036C	P35206	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	CSG2, CLS2, YBR036C, YBR0404
YIL024C	P40543	Uncharacterized protein YIL024C	YIL024C
YKL187C	P34231	Uncharacterized protein YKL187C	YKL187C
YEL039C	P00045	Cytochrome c isoform 2 (Iso-2-cytochrome c) (Cytochrome c hypoxic isoform)	CYC7, CYP3, YEL039C
YNL041C	P53959	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Complexed with DOR1 protein 2) (Component of oligomeric Golgi complex 6) (Protein SEC37)	COG6, COD2, SEC37, TFI2, YNL041C, N2675
YHR137W	P38840	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	ARO9, YHR137W
YPR171W	Q06604	F-actin capping regulator BSP1 (Binding of synaptojanin polyphosphoinositide phosphatase domain protein 1) (Capping protein interaction motif-containing protein BSP1) (CPI motif-containing protein BSP1)	BSP1, YPR171W
YMR111C	Q04461	Transcription factor-like protein EUC1 (Enriches ubiquitin on chromatin protein 1)	EUC1, YMR111C, YM9718.10C
YBR119W	P32605	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)	MUD1, YBR119W, YBR0915
YDR448W	Q02336	Transcriptional adapter 2	ADA2, YDR448W, D9461.33
YOL092W	Q12010	Vacuolar lysine transporter YPQ1 (PQ-loop repeat-containing protein 1)	YPQ1, YOL092W, O0929
YBR016W	P38216	Uncharacterized protein YBR016W	YBR016W, YBR0222
YPR010C-A	A5Z2X5	UPF0495 protein YPR010C-A	YPR010C-A
YHR063C	P38787	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	PAN5, YHR063C
YLR191W	P80667	Peroxisomal membrane protein PEX13 (Peroxin-13)	PEX13, PAS20, YLR191W, L9470.1
YDR489W	Q03406	DNA replication complex GINS protein SLD5	SLD5, YDR489W
YMR243C	P20107	Vacuolar zinc transporter ZRC1 (Zinc resistance conferring protein 1) (Zinc/cadmium resistance protein ZRC1)	ZRC1, YMR243C, YM9408.05C
YLR344W	P05743	Large ribosomal subunit protein uL24A (60S ribosomal protein L26-A) (L33) (YL33)	RPL26A, RPL26, RPL33A, YLR344W, L8300.4
YLR262C	Q99260	GTP-binding protein YPT6	YPT6, YLR262C, L8479.11
YGL036W	P53185	Protein virilizer	VIR1, YGL036W
YMR054W	P37296	V-type proton ATPase subunit a, Golgi isoform (V-ATPase a 2 subunit) (Similar to VPH1 protein 1) (V-ATPase 101 kDa subunit) (V-ATPase subunit AC115) (Vacuolar proton translocating ATPase subunit a 2)	STV1, YMR054W, YM9796.07
YGR111W	P53265	Uncharacterized protein YGR111W	YGR111W, G6145
YGL205W	P13711	Acyl-coenzyme A oxidase (Acyl-CoA oxidase) (EC 1.3.3.6)	POX1, FOX1, YGL205W
YLR132C	Q12208	U6 snRNA phosphodiesterase 1 (3'-5' RNA exonuclease USB1) (EC 4.6.1.-) (Cyclic phosphodiesterase USB1) (EC 3.1.4.-) (U six biogenesis protein 1)	USB1, YLR132C, L3127
YIL077C	P40508	PUP1 protein homolog	YIL077C
YPL130W	Q03029	Sporulation-specific protein 19	SPO19, YPL130W
YGR017W	P53210	Uncharacterized protein YGR017W	YGR017W
YJL124C	P47017	Sm-like protein LSm1 (SPB8 protein)	LSM1, SPB8, YJL124C, J0714
YNL247W	P53852	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	YNL247W, N0885
YKL190W	P25296	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	CNB1, YCN2, YCNB, YKL190W
YPR045C	Q12049	Protein THP3 (THO-related protein 3)	THP3, YPR045C, YP9499.03c
YIL118W	Q00245	GTP-binding protein RHO3	RHO3, YIL118W
YJR033C	P47104	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1, SOI3, YJR033C, J1590
YPR191W	P07257	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	QCR2, COR2, UCR2, YPR191W, P9677.6
YKL165C	P36051	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (Morphogenesis checkpoint-dependent protein 4) (Supersecretion of u-PA protein 21)	MCD4, FSR2, SSU21, ZRG16, YKL165C, YKL619
YBL011W	P32784	Glycerol-3-phosphate O-acyltransferase 1 (G-3-P acyltransferase 1) (GPAT 1) (EC 2.3.1.15) (Dihydroxyacetone phosphate acyltransferase 1) (DHAP-AT 1) (EC 2.3.1.42) (Glycerol-3-phosphate / dihydroxyacetone phosphate acyltransferase 1) (Suppressor of choline-transport mutants 1)	SCT1, GAT2, YBL011W, YBL0309, YBL0315
YER094C	P25451	Proteasome subunit beta type-3 (Macropain subunit PUP3) (Multicatalytic endopeptidase complex subunit PUP3) (Proteasome component PUP3)	PUP3, YER094C
YDR428C	Q04066	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (Biosynthesis of nicotinic acid protein 7) (N-formylkynurenine formamidase) (FKF)	BNA7, YDR428C
YLR023C	Q07959	ADIPOR-like receptor IZH3 (Implicated in zinc homeostasis protein 3)	IZH3, YLR023C
YHL019C	P38700	Adaptin medium chain homolog APM2 (Adaptin-mu1-II)	APM2, YHL019C
YDL230W	P25044	Tyrosine-protein phosphatase 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1) (PTPase 1)	PTP1, YDL230W
YBR094W	P38254	Probable tubulin--tyrosine ligase PBY1 (EC 6.3.2.25) (P-body-associated protein 1)	PBY1, YBR094W, YBR0821
YLR301W	Q05905	Protein HRI1 (HRR25-interacting protein 1)	HRI1, YLR301W
YOR208W	P29461	Tyrosine-protein phosphatase 2 (EC 3.1.3.48) (Protein-tyrosine phosphatase 2) (PTPase 2)	PTP2, YOR208W
YBR218C	P32327	Pyruvate carboxylase 2 (EC 6.4.1.1) (Pyruvic carboxylase 2) (PCB 2)	PYC2, YBR218C, YBR1507
YBL069W	P35183	Protein AST1 (ATPAse stabilizing protein 1)	AST1, YBL069W, YBL06.04, YBL0617
YPL237W	P09064	Eukaryotic translation initiation factor 2 subunit beta (eIF2-beta)	SUI3, TIF212, YPL237W
YJL058C	P47041	Target of rapamycin complex 2 subunit BIT61 (TORC2 subunit BIT61) (61 kDa binding partner of TOR2 protein)	BIT61, YJL058C, J1141
YLR090W	P39102	DnaJ protein homolog XDJ1	XDJ1, YLR090W, L9449.3
YNL300W	P48560	Protein TOS6	TOS6, YNL300W, N0430
YMR096W	Q03148	Pyridoxal 5'-phosphate synthase subunit SNZ1 (PLP synthase subunit SNZ1) (EC 4.3.3.6) (PDX1 homolog 1) (Pdx1.1) (p35)	SNZ1, YMR096W, YM6543.03
YLR376C	Q12318	Platinum sensitivity protein 3	PSY3, YLR376C, L8039.17
YIL002W-A	Q3E7Z5	Uncharacterized protein YIL002W-A	YIL002W-A
YGL101W	P53144	5'-deoxynucleotidase YGK1 (EC 3.1.3.89)	YGK1, YGL101W
YER032W	P40020	Factor interacting with REF2 (PAP1-interacting protein) (Polymerase-interacting protein 1)	FIR1, PIP1, YER032W
YIL120W	P40475	Quinidine resistance protein 1	QDR1, YIL120W
YCR068W	P25641	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)	ATG15, AUT5, CVT17, YCR068W, YCR68W
YNL046W	P53956	Uncharacterized endoplasmic reticulum membrane protein YNL046W	YNL046W, N2530
YDL185W	P17255	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]	VMA1, CLS8, TFP1, YDL185W, D1286
YER182W	P40098	Uncharacterized mitochondrial membrane protein FMP10	FMP10, YER182W
YKL206C	P36040	Proteasome assembly chaperone 2 (Alpha-1-proteinase inhibitor-degradation deficient protein 66) (Proteasome biogenesis-associated protein 2)	ADD66, PBA2, POC2, YKL206C
YJR112W-A	Q3E743	Uncharacterized protein YJR112W-A	YJR112W-A
YPR127W	Q06494	Putative pyridoxal reductase (PL reductase) (PL-red) (EC 1.1.1.65)	YPR127W
YGR208W	P42941	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	SER2, YGR208W, G7744
YKL124W	P32343	Protein SSH4 (Multicopy suppressor of leflunomide protein 4) (Suppressor of SHR3 null mutation protein 4)	SSH4, MLF4, YKL124W, YKL529
YLR418C	Q06697	Cell division control protein 73 (RNA polymerase-associated protein CDC73)	CDC73, YLR418C
YGL077C	P19807	Choline transport protein	HNM1, CTR, CTR1, YGL077C
YKL139W	Q03957	CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)	CTK1, YKL139W
YDR227W	P11978	Regulatory protein SIR4 (Silent information regulator 4)	SIR4, ASD1, STE9, UTH2, YDR227W, YD9934.12
YBR088C	P15873	Proliferating cell nuclear antigen (PCNA)	POL30, YBR088C, YBR0811
YJL033W	P20448	ATP-dependent RNA helicase HCA4 (EC 3.6.4.13) (DEAD box protein 4) (Helicase CA4) (Helicase UF1)	HCA4, DBP4, ECM24, YJL033W, J1250
YMR090W	Q04304	UPF0659 protein YMR090W	YMR090W, YM9582.15
YCR073C	P25390	Serine/threonine-protein kinase SSK22 (EC 2.7.11.1) (MAP kinase kinase kinase SSK22) (Suppressor of sensor kinase 22)	SSK22, YCR073C, YCR73C
YPR200C	Q06597	Arsenical-resistance protein 2	ARR2, ACR2, YPR200C, P9677.16
YIL064W	P40516	Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4) (Secretion and early endocytosis protein 1)	EFM4, SEE1, YIL064W
YDR192C	P49686	Nucleoporin NUP42 (Nuclear pore protein NUP42)	NUP42, RIP1, UIP1, YDR192C, YD9346.04C
YOL093W	Q12400	tRNA (guanine(9)-N1)-methyltransferase (EC 2.1.1.221) (tRNA methyltransferase 10) (tRNA(m1G9)-methyltransferase) (tRNA(m1G9)MTase)	TRM10, YOL093W, O0926
YBR039W	P38077	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	ATP3, ATP3a, ATP3b, YBR039W, YBR0408
YAL044W-A	Q3E793	BolA-like protein 1	BOL1, YAL044W-A
YDR306C	Q06640	F-box protein YDR306C	YDR306C
YNL149C	P53903	Processing of GAS1 and ALP protein 2	PGA2, YNL149C, N1774
YDR116C	Q04599	Large ribosomal subunit protein uL1m (54S ribosomal protein L1, mitochondrial)	MRPL1, YDR116C, YD9727.11C
YDR068W	P54858	Protein DOS2	DOS2, YDR068W, D4267, YD8554.01, YD9609.22
YMR132C	P40206	Protein JLP2 (DnaJ-like protein 2)	JLP2, YMR132C, YM9375.01C
YDL037C	Q12140	Bypass of stop codon protein 1	BSC1, YDL037C, D2734
YOR387C	Q08910	VEL1-related protein YOR387C	YOR387C
YJR007W	P20459	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha)	SUI2, TIF211, YJR007W, J1429
YOR077W	P40962	Zinc finger protein RTS2	RTS2, YOR077W, YOR29-28
YOR087W	Q12324	Calcium channel YVC1 (TRP homolog) (Yeast vacuolar conductance protein 1)	YVC1, YOR087W, YOR088W, YOR3151W
YLR420W	P20051	Dihydroorotase (DHOase) (EC 3.5.2.3)	URA4, YLR420W, L9931.1
YLR145W	Q12530	Ribonuclease MRP protein subunit RMP1 (RNA-processing protein RMP1) (RNase MRP 23.6 kDa subunit)	RMP1, YLR145W
YMR289W	Q03266	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	ABZ2, YMR289W, YM8021.15
