Q96R72	gene_name:OR4K3
Q9NRG7	gene_name:SDR39U1
Q8N9T2	gene_name:NKAPP1
Q16696	gene_name:CYP2A13
Q8WYN3	gene_name:CSRNP3
Q7L576	gene_name:CYFIP1
Q9NUD7	gene_name:C20orf96
O76096	gene_name:CST7
P49238	gene_name:CX3CR1
Q9H4E7	gene_name:DEF6
Q8WXU2	gene_name:DNAAF4
Q6PH85	gene_name:DCUN1D2
Q96D03	gene_name:DDIT4L
Q13206	gene_name:DDX10
Q8NES8	gene_name:DEFB124
Q58WW2	gene_name:DCAF6
Q96HY7	gene_name:DHTKD1
Q5VZB9	gene_name:DMRTA1
Q8TF46	gene_name:DIS3L
O60879	gene_name:DIAPH2
Q8IYB7	gene_name:DIS3L2
Q92874	gene_name:DNASE1L2
Q96QD5	gene_name:DEPDC7
Q86XP1	gene_name:DGKH
Q9H7Y0	gene_name:DIPK2B
Q12959	gene_name:DLG1
P05305	gene_name:EDN1
O14640	gene_name:DVL1
Q9BV47	gene_name:DUSP26
P28340	gene_name:POLD1
Q05923	gene_name:DUSP2
P01903	gene_name:HLA-DRA
Q7RTS9	gene_name:DYM
P19525	gene_name:EIF2AK2
P32249	gene_name:GPR183
Q9HC44	gene_name:GPBP1L1
Q9UPQ8	gene_name:DOLK
P21917	gene_name:DRD4
Q13474	gene_name:DRP2
P55259	gene_name:GP2
P24534	gene_name:EEF1B2
Q99848	gene_name:EBNA1BP2
Q8N335	gene_name:GPD1L
Q9BRR8	gene_name:GPATCH1
Q9NW75	gene_name:GPATCH2
Q9UJA9	gene_name:ENPP5
Q53HC9	gene_name:EIPR1
Q9UBC2	gene_name:EPS15L1
Q9HBU6	gene_name:ETNK1
P98073	gene_name:TMPRSS15
Q14507	gene_name:EDDM3A
Q12926	gene_name:ELAVL2
P54762	gene_name:EPHB1
Q15717	gene_name:ELAVL1
Q8TE02	gene_name:ELP5
Q9NZN3	gene_name:EHD3
Q8N7U6	gene_name:EFHB
Q9NRD1	gene_name:FBXO6
P09769	gene_name:FGR
P0C7X4	gene_name:FTH1P19
Q8TDW7	gene_name:FAT3
Q14331	gene_name:FRG1
O95866	gene_name:MPIG6B
Q75N90	gene_name:FBN3
P24522	gene_name:GADD45A
Q96IG2	gene_name:FBXL20
O95633	gene_name:FSTL3
P19440	gene_name:GGT1
Q5YKI7	gene_name:GGNBP1
Q04446	gene_name:GBE1
O75223	gene_name:GGCT
O00258	gene_name:GET1
Q8N9F7	gene_name:GDPD1
Q9UKD1	gene_name:GMEB2
Q9BYB4	gene_name:GNB1L
Q9Y2T3	gene_name:GDA
P11166	gene_name:SLC2A1
Q9UJM8	gene_name:HAO1
P22303	gene_name:ACHE
P16219	gene_name:ACADS
Q9Y614	gene_name:ACTL7B
Q8WXA8	gene_name:HTR3C
Q9NS82	gene_name:SLC7A10
Q99217	gene_name:AMELX
P49419	gene_name:ALDH7A1
Q96NN9	gene_name:AIFM3
Q8NCV1	gene_name:ADAD2
Q8IVF2	gene_name:AHNAK2
Q86TW2	gene_name:ADCK1
P07550	gene_name:ADRB2
P10109	gene_name:FDX1
Q32M45	gene_name:ANO4
Q6UB99	gene_name:ANKRD11
Q9NVM4	gene_name:PRMT7
Q02410	gene_name:APBA1
Q6P2P2	gene_name:PRMT9
Q0VD83	gene_name:APOBR
Q9H6L4	gene_name:ARMC7
Q92974	gene_name:ARHGEF2
O43488	gene_name:AKR7A2
O43315	gene_name:AQP9
Q8NFD2	gene_name:ANKK1
P35626	gene_name:GRK3
Q01484	gene_name:ANK2
Q7Z3E5	gene_name:ARMC9
Q9H993	gene_name:ARMT1
Q99929	gene_name:ASCL2
O95352	gene_name:ATG7
Q96SW2	gene_name:CRBN
Q0VDD7	gene_name:BRME1
Q9C0B6	gene_name:BRINP2
P13497	gene_name:BMP1
Q9NW68	gene_name:BSDC1
Q9BYV7	gene_name:BCO2
Q6AI39	gene_name:BICRAL
Q8WWF8	gene_name:CAPSL
Q8NFC6	gene_name:BOD1L1
Q8NFJ8	gene_name:BHLHE22
Q96PG8	gene_name:BBC3
Q9NS00	gene_name:C1GALT1
Q2M329	gene_name:CCDC96
Q5T0U0	gene_name:CCDC122
Q86YS7	gene_name:C2CD5
P33076	gene_name:CIITA
Q6ZRV3	gene_name:LINC00696
P10092	gene_name:CALCB
Q05682	gene_name:CALD1
Q86X55	gene_name:CARM1
P53701	gene_name:HCCS
Q15003	gene_name:NCAPH
Q96SN8	gene_name:CDK5RAP2
Q8WWK9	gene_name:CKAP2
Q96KP4	gene_name:CNDP2
Q9UBY8	gene_name:CLN8
Q8IYJ1	gene_name:CPNE9
Q96FN4	gene_name:CPNE2
Q9HB03	gene_name:ELOVL3
A1XBS5	gene_name:FAM92A
Q9UI10	gene_name:EIF2B4
O43731	gene_name:KDELR3
Q96CS3	gene_name:FAF2
Q6L9T8	gene_name:FAM72D
Q8WWV6	gene_name:FCAMR
Q99518	gene_name:FMO2
Q9NVF7	gene_name:FBXO28
Q5XUX0	gene_name:FBXO31
Q8TF61	gene_name:FBXO41
Q9UJT9	gene_name:FBXL7
P0C7T7	gene_name:FRMD6-AS1
P39748	gene_name:FEN1
Q96CD0	gene_name:FBXL8
Q8N441	gene_name:FGFRL1
P22087	gene_name:FBL
O95177	gene_name:GAS8-AS1
Q86XJ1	gene_name:GAS2L3
Q13283	gene_name:G3BP1
Q7LDI9	gene_name:ERVK-6
O14556	gene_name:GAPDHS
O95073	gene_name:FSBP
Q9BTV5	gene_name:FSD1
P57678	gene_name:GEMIN4
Q96RT8	gene_name:TUBGCP5
P59768	gene_name:GNG2
Q9P109	gene_name:GCNT4
P04899	gene_name:GNAI2
Q9Y692	gene_name:GMEB1
Q9NYA3	gene_name:GOLGA6A
Q13588	gene_name:GRAP
P40197	gene_name:GP5
Q99445	gene_name:GML
O94925	gene_name:GLS
Q9P2T1	gene_name:GMPR2
Q92643	gene_name:PIGK
P56524	gene_name:HDAC4
Q8TAX9	gene_name:GSDMB
Q9H772	gene_name:GREM2
Q02539	gene_name:H1-1
Q9NZI5	gene_name:GRHL1
P15516	gene_name:HTN3
O95336	gene_name:PGLS
O95342	gene_name:ABCB11
Q7L211	gene_name:ABHD13
Q9UGJ0	gene_name:PRKAG2
Q9BXI3	gene_name:NT5C1A
P63151	gene_name:PPP2R2A
Q13685	gene_name:AAMP
Q96M93	gene_name:ADAD1
Q6NS38	gene_name:ALKBH2
Q96SZ5	gene_name:ADO
P18089	gene_name:ADRA2B
Q9H0C2	gene_name:SLC25A31
A8MVX0	gene_name:ARHGEF33
P28039	gene_name:AOAH
Q10567	gene_name:AP1B1
Q92572	gene_name:AP3S1
P53365	gene_name:ARFIP2
Q9NXL2	gene_name:ARHGEF38
Q8WZ64	gene_name:ARAP2
Q9UII2	gene_name:ATP5IF1
Q9NSI6	gene_name:BRWD1
P12643	gene_name:BMP2
Q9ULD4	gene_name:BRPF3
Q96A19	gene_name:CCDC102A
P22003	gene_name:BMP5
Q01954	gene_name:BNC1
P16442	gene_name:ABO
Q8IZY5	gene_name:BLID
O75363	gene_name:BCAS1
O60885	gene_name:BRD4
Q6UX72	gene_name:B3GNT9
P61769	gene_name:B2M
P53004	gene_name:BLVRA
Q58F21	gene_name:BRDT
O76090	gene_name:BEST1
P15291	gene_name:B4GALT1
O94812	gene_name:BAIAP3
Q14457	gene_name:BECN1
Q9NQY0	gene_name:BIN3
Q01668	gene_name:CACNA1D
Q5VUE5	gene_name:C1orf53
Q13111	gene_name:CHAF1A
Q5SR53	gene_name:PIK3CD-AS1
O75493	gene_name:CA11
O14523	gene_name:C2CD2L
Q96M95	gene_name:CCDC42
A6NI79	gene_name:CCDC69
Q8IV32	gene_name:CCDC71
P31415	gene_name:CASQ1
Q9NQ75	gene_name:CASS4
Q9Y2G2	gene_name:CARD8
Q8ND23	gene_name:CARMIL3
Q8N163	gene_name:CCAR2
P60033	gene_name:CD81
O15078	gene_name:CEP290
P0C7V0	gene_name:LINC00271
Q7Z4T9	gene_name:CFAP91
Q96CF2	gene_name:CHMP4C
Q6ZQR2	gene_name:CFAP77
O15519	gene_name:CFLAR
P32929	gene_name:CTH
Q9UKY7	gene_name:CDV3
Q5T2Q4	gene_name:CCNYL2
Q99674	gene_name:CGREF1
P49450	gene_name:CENPA
Q4VX62	gene_name:C6orf99
Q86WJ1	gene_name:CHD1L
Q3L8U1	gene_name:CHD9
Q8N5I9	gene_name:C12orf45
A8MT69	gene_name:CENPX
Q96NB1	gene_name:CEP20
Q9NYJ1	gene_name:COA4
P51911	gene_name:CNN1
Q8WZ69	gene_name:C11orf40
Q9BQ75	gene_name:CMSS1
Q9H0W9	gene_name:C11orf54
Q96DZ9	gene_name:CMTM5
O76031	gene_name:CLPX
Q9NWW5	gene_name:CLN6
P98187	gene_name:CYP4F8
J3KSC0	gene_name:LINC01387
Q16526	gene_name:CRY1
A0A1B0GTH6	gene_name:CSNKA2IP
O95377	gene_name:GJB5
Q99708	gene_name:RBBP8
O14595	gene_name:CTDSP2
Q8WUS8	gene_name:SDR42E1
Q5VT33	gene_name:LINC01545
P60022	gene_name:DEFB1
Q8NEG7	gene_name:DENND6B
Q86XP3	gene_name:DDX42
Q9NXZ2	gene_name:DDX43
O75553	gene_name:DAB1
O94830	gene_name:DDHD2
Q30KQ4	gene_name:DEFB116
P35638	gene_name:DDIT3
Q30KP9	gene_name:DEFB135
Q92904	gene_name:DAZL
O14521	gene_name:SDHD
Q30KQ1	gene_name:DEFB133
Q96HP0	gene_name:DOCK6
P52824	gene_name:DGKQ
P37058	gene_name:HSD17B3
P56177	gene_name:DLX1
Q8N9I9	gene_name:DTX3
P25101	gene_name:EDNRA
Q13202	gene_name:DUSP8
P01133	gene_name:EGF
O43281	gene_name:EFS
Q5JPI9	gene_name:EEF1AKMT2
O43921	gene_name:EFNA2
A2A2Y4	gene_name:FRMD3
Q9H469	gene_name:FBXL15
P07954	gene_name:FH
P62683	gene_name:ERVK-21
A0A2Z4LIS9	gene_name:FOXO3B
Q16676	gene_name:FOXD1
Q99853	gene_name:FOXB1
Q13070	gene_name:GAGE6
P14324	gene_name:FDPS
Q14393	gene_name:GAS6
Q9HCQ5	gene_name:GALNT9
Q96D09	gene_name:GPRASP2
Q8N9W4	gene_name:GOLGA6L2
P0CL81	gene_name:GAGE12G
O60262	gene_name:GNG7
Q9BSJ2	gene_name:TUBGCP2
Q7L5L3	gene_name:GDPD3
O76003	gene_name:GLRX3
O60741	gene_name:HCN1
Q8TDF6	gene_name:RASGRP4
Q9HAV7	gene_name:GRPEL1
P49840	gene_name:GSK3A
Q8N7I0	gene_name:GVQW1
P20671	gene_name:H2AC7
Q9BZM3	gene_name:GSX2
Q99871	gene_name:HAUS7
Q6UWZ7	gene_name:ABRAXAS1
Q969K4	gene_name:ABTB1
A8K2U0	gene_name:A2ML1
Q9BTE6	gene_name:AARSD1
Q7Z5M8	gene_name:ABHD12B
P00519	gene_name:ABL1
P30532	gene_name:CHRNA5
Q5BKT4	gene_name:ALG10
Q9Y4X0	gene_name:AMMECR1
P35611	gene_name:ADD1
Q6IQ32	gene_name:ADNP2
Q96P64	gene_name:AGAP4
Q9H568	gene_name:ACTL8
Q01718	gene_name:MC2R
P17516	gene_name:AKR1C4
Q99965	gene_name:ADAM2
O43306	gene_name:ADCY6
Q6DHV7	gene_name:ADAL
Q86SQ6	gene_name:ADGRA1
Q53FZ2	gene_name:ACSM3
Q9Y6Z5	gene_name:AFDN-DT
Q13790	gene_name:APOF
Q8N9B4	gene_name:ANKRD42
Q6T311	gene_name:ARL9
Q9NR80	gene_name:ARHGEF4
Q8N8L6	gene_name:ARL10
Q5SZL2	gene_name:CEP85L
Q9HC52	gene_name:CBX8
Q9H8W2	gene_name:LINC00472
P0DN79	gene_name:CBSL
O15335	gene_name:CHAD
Q13042	gene_name:CDC16
Q86SI9	gene_name:C5orf38
Q5SZQ8	gene_name:CELF3
Q711Q0	gene_name:CEFIP
Q9Y3Y2	gene_name:CHTOP
Q8NAJ2	gene_name:C9orf106
Q5BLP8	gene_name:C4orf48
Q13319	gene_name:CDK5R2
Q2HXU8	gene_name:CLEC12B
Q8N815	gene_name:CNTD1
A0A1B0GVM6	gene_name:C11orf97
Q9P2W6	gene_name:C11orf21
Q8WTT0	gene_name:CLEC4C
P0C0L5	gene_name:C4B
O43174	gene_name:CYP26A1
P24903	gene_name:CYP2F1
Q9P0S2	gene_name:COX16
K7EIQ3	gene_name:ZNF561-AS1
Q9H112	gene_name:CST11
Q8N144	gene_name:GJD3
Q86XM0	gene_name:CATSPERD
O60494	gene_name:CUBN
Q9GZN8	gene_name:C20orf27
P51397	gene_name:DAP
Q9H816	gene_name:DCLRE1B
Q9H295	gene_name:DCSTAMP
Q8N9W5	gene_name:DNAAF3
Q9NR90	gene_name:DAZ3
Q9UHG0	gene_name:DCDC2
Q09019	gene_name:DMWD
P60981	gene_name:DSTN
Q9NNZ3	gene_name:DNAJC4
P49916	gene_name:LIG3
Q16854	gene_name:DGUOK
Q9UBS4	gene_name:DNAJB11
Q02413	gene_name:DSG1
Q96DT5	gene_name:DNAH11
Q9Y6K1	gene_name:DNMT3A
Q8TD57	gene_name:DNAH3
Q15723	gene_name:ELF2
Q9UKW6	gene_name:ELF5
Q9NQZ7	gene_name:ENTPD7
Q8WVX9	gene_name:FAR1
P0C7X0	gene_name:FAM90A24P
Q9NYF5	gene_name:FAM13B
P0C7W9	gene_name:FAM90A14P
Q9NVL1	gene_name:FAM86C1P
Q8N2R8	gene_name:FAM43A
P15170	gene_name:GSPT1
Q8NA70	gene_name:FAM47B
Q8IXL6	gene_name:FAM20C
Q9BZE7	gene_name:C22orf23
Q9NVI1	gene_name:FANCI
Q8IYD8	gene_name:FANCM
P15311	gene_name:EZR
O95990	gene_name:FAM107A
Q8WUF8	gene_name:FAM172A
Q8TAY7	gene_name:FAM110D
A6PVY3	gene_name:FAM177B
Q6IPR1	gene_name:ETFRF1
Q14677	gene_name:CLINT1
Q8N0U4	gene_name:FAM185A
Q15024	gene_name:EXOSC7
Q9NVH0	gene_name:EXD2
A6NFA0	gene_name:FAM205C
Q9H201	gene_name:EPN3
Q8WUB2	gene_name:FAM216A
P16118	gene_name:PFKFB1
Q9NQ60	gene_name:EQTN
Q92935	gene_name:EXTL1
Q9Y6R7	gene_name:FCGBP
Q05932	gene_name:FPGS
Q9H9S5	gene_name:FKRP
Q5MNV8	gene_name:FBXO47
B3EWG3	gene_name:FAM25A
O43427	gene_name:FIBP
A2VDF0	gene_name:FUOM
Q9UBS5	gene_name:GABBR1
Q96I24	gene_name:FUBP3
Q5VVW2	gene_name:GARNL3
O15353	gene_name:FOXN1
O15409	gene_name:FOXP2
Q14C86	gene_name:GAPVD1
B5MD39	gene_name:GGTLC3
P01225	gene_name:FSHB
Q96MS3	gene_name:GLT1D1
Q03113	gene_name:GNA12
Q7Z6J2	gene_name:TAMALIN
Q9Y3E0	gene_name:GOLT1B
Q08AF8	gene_name:GOLGA8F
Q14439	gene_name:GPR176
P38405	gene_name:GNAL
Q14451	gene_name:GRB7
P32189	gene_name:GK
O43194	gene_name:GPR39
P46089	gene_name:GPR3
Q9Y2T5	gene_name:GPR52
Q6UWM5	gene_name:GLIPR1L1
Q16695	gene_name:H3-4
Q96P50	gene_name:ACAP3
Q9NUN7	gene_name:ACER3
P31937	gene_name:HIBADH
Q9NP78	gene_name:ABCB9
Q9UDR5	gene_name:AASS
P20309	gene_name:CHRM3
Q05901	gene_name:CHRNB3
P31947	gene_name:SFN
P55196	gene_name:AFDN
Q08AH3	gene_name:ACSM2A
Q9H013	gene_name:ADAM19
Q6QNK2	gene_name:ADGRD1
O60241	gene_name:ADGRB2
Q9BYT9	gene_name:ANO3
Q8N283	gene_name:ANKRD35
Q7Z713	gene_name:ANKRD37
Q12955	gene_name:ANK3
Q9NWX5	gene_name:ASB6
Q9H1I8	gene_name:ASCC2
Q6HA08	gene_name:ASTL
Q01814	gene_name:ATP2B2
P10523	gene_name:SAG
P0DMR3	gene_name:ATXN8OS
O00192	gene_name:ARVCF
Q8N5I2	gene_name:ARRDC1
P56880	gene_name:CLDN20
O14493	gene_name:CLDN4
P54252	gene_name:ATXN3
Q8NHS1	gene_name:CLDND2
Q5TC12	gene_name:ATPAF1
Q9H324	gene_name:ADAMTS10
Q6UX73	gene_name:C16orf89
Q9BXS0	gene_name:COL25A1
A8MZG2	gene_name:C16orf90
P00395	gene_name:MT-CO1
Q9H693	gene_name:C16orf95
P00403	gene_name:MT-CO2
P53621	gene_name:COPA
P05108	gene_name:CYP11A1
Q7Z408	gene_name:CSMD2
Q7Z407	gene_name:CSMD3
P35606	gene_name:COPB2
Q9UPN4	gene_name:CEP131
P53618	gene_name:COPB1
P20023	gene_name:CR2
Q66GS9	gene_name:CEP135
Q13098	gene_name:GPS1
Q8WTW3	gene_name:COG1
Q96BA8	gene_name:CREB3L1
Q14746	gene_name:COG2
Q70SY1	gene_name:CREB3L2
P48444	gene_name:ARCN1
P61201	gene_name:COPS2
Q96JB2	gene_name:COG3
Q68CJ9	gene_name:CREB3L3
P05093	gene_name:CYP17A1
O14579	gene_name:COPE
Q8TEY5	gene_name:CREB3L4
Q9H9E3	gene_name:COG4
Q9Y678	gene_name:COPG1
P10606	gene_name:COX5B
Q9UP83	gene_name:COG5
Q9UNS2	gene_name:COPS3
Q9UBF2	gene_name:COPG2
Q5RI15	gene_name:COX20
Q9Y2V7	gene_name:COG6
Q9NQ79	gene_name:CRTAC1
Q9BT78	gene_name:COPS4
P09669	gene_name:COX6C
Q6ZU35	gene_name:CRACD
Q9NQ92	gene_name:COPRS
P83436	gene_name:COG7
O15431	gene_name:SLC31A1
P78560	gene_name:CRADD
P11511	gene_name:CYP19A1
O15432	gene_name:SLC31A2
Q9P218	gene_name:COL20A1
Q9Y6Z7	gene_name:COLEC10
Q9UBW8	gene_name:COPS7A
P26998	gene_name:CRYBB3
Q9Y4K1	gene_name:CRYBG1
P05177	gene_name:CYP1A2
P00414	gene_name:MT-CO3
Q7Z7K0	gene_name:CMC1
Q9BWP8	gene_name:COLEC11
Q9H9Q2	gene_name:COPS7B
Q8N1P7	gene_name:CRYBG2
Q68DQ2	gene_name:CRYBG3
Q8N668	gene_name:COMMD1
Q9NRP2	gene_name:CMC2
Q5KU26	gene_name:COLEC12
O60519	gene_name:CREBL2
Q86X83	gene_name:COMMD2
Q9UBI1	gene_name:COMMD3
Q9H0A8	gene_name:COMMD4
P07333	gene_name:CSF1R
Q16678	gene_name:CYP1B1
Q9GZQ3	gene_name:COMMD5
Q14019	gene_name:COTL1
Q7Z4G1	gene_name:COMMD6
Q6UW02	gene_name:CYP20A1
Q86VX2	gene_name:COMMD7
Q9NX08	gene_name:COMMD8
P09603	gene_name:CSF1
Q9P000	gene_name:COMMD9
Q96P44	gene_name:COL21A1
Q5H9J7	gene_name:BEX5
O95972	gene_name:BMP15
P30043	gene_name:BLVRB
Q8N4F0	gene_name:BPIFB2
P78537	gene_name:BLOC1S1
P15538	gene_name:CYP11B1
Q86WA6	gene_name:BPHL
Q6PJG6	gene_name:BRAT1
P04920	gene_name:SLC4A2
P51587	gene_name:BRCA2
P50895	gene_name:BCAM
P56817	gene_name:BACE1
Q9H3F6	gene_name:KCTD10
O75752	gene_name:B3GALNT1
O00512	gene_name:BCL9
P43235	gene_name:CTSK
Q8N1D5	gene_name:C1orf158
Q6NSX1	gene_name:CCDC70
P42574	gene_name:CASP3
Q8N5R6	gene_name:CCDC33
Q9UBN1	gene_name:CACNG4
Q9P1Z9	gene_name:CCDC180
Q92793	gene_name:CREBBP
Q6V702	gene_name:CFAP299
Q7Z460	gene_name:CLASP1
Q14031	gene_name:COL4A6
Q96GR2	gene_name:ACSBG1
Q9NUQ8	gene_name:ABCF3
P20594	gene_name:NPR2
O95782	gene_name:AP2A1
Q5JPF3	gene_name:ANKRD36C
P41181	gene_name:AQP2
Q8N7S6	gene_name:ARIH2OS
Q9Y2Y0	gene_name:ARL2BP
O95841	gene_name:ANGPTL1
Q9HBZ2	gene_name:ARNT2
P20933	gene_name:AGA
O14744	gene_name:PRMT5
Q9UBL0	gene_name:ARPP21
P50747	gene_name:HLCS
Q96RK4	gene_name:BBS4
O43521	gene_name:BCL2L11
P56945	gene_name:BCAR1
Q9UL15	gene_name:BAG5
Q9UQB8	gene_name:BAIAP2
I3L3R5	gene_name:CCER2
P22223	gene_name:CDH3
Q16568	gene_name:CARTPT
P0CE67	gene_name:LINC02877
A6NI56	gene_name:CCDC154
Q6PK04	gene_name:CCDC137
Q8IVU9	gene_name:CABCOCO1
Q92851	gene_name:CASP10
P55773	gene_name:CCL23
Q8NHU2	gene_name:CFAP61
P08603	gene_name:CFH
Q9BWS9	gene_name:CHID1
O95400	gene_name:CD2BP2
Q7L1S5	gene_name:CHST9
Q8N884	gene_name:CGAS
Q9BZC1	gene_name:CELF4
Q9BUW7	gene_name:C9orf16
P46527	gene_name:CDKN1B
P19397	gene_name:CD53
Q5VYM1	gene_name:C9orf131
P24385	gene_name:CCND1
Q5JQF7	gene_name:LINC01556
O96020	gene_name:CCNE2
Q8NCG5	gene_name:CHST4
P27544	gene_name:CERS1
Q9NRU3	gene_name:CNNM1
Q9P126	gene_name:CLEC1B
Q16740	gene_name:CLPP
Q6ZU45	gene_name:CLEC20A
Q13956	gene_name:PDE6H
Q8N2M8	gene_name:CLASRP
P08123	gene_name:COL1A2
Q8TEF2	gene_name:C10orf105
Q15021	gene_name:NCAPD2
P33260	gene_name:CYP2C18
O75462	gene_name:CRLF1
Q96RY5	gene_name:CRAMP1
Q9UFG5	gene_name:C19orf25
A0A1B0GTL2	gene_name:C20orf204
Q5TEA3	gene_name:C20orf194
P0DMU8	gene_name:CT45A5
Q9Y2S2	gene_name:CRYL1
P46108	gene_name:CRK
Q8NHU0	gene_name:CT45A3
P19876	gene_name:CXCL3
Q07325	gene_name:CXCL9
P56545	gene_name:CTBP2
Q6UX04	gene_name:CWC27
Q9NTM9	gene_name:CUTC
Q5W186	gene_name:CST9
Q14999	gene_name:CUL7
Q13619	gene_name:CUL4A
Q14154	gene_name:DELE1
Q13561	gene_name:DCTN2
Q86Y56	gene_name:DNAAF5
P59103	gene_name:DAOA
Q96B18	gene_name:DACT3
Q9UHL0	gene_name:DDX25
O00571	gene_name:DDX3X
Q9H9R9	gene_name:DBNDD1
Q9BVC3	gene_name:DSCC1
Q9BY27	gene_name:DGCR6L
Q96PD7	gene_name:DGAT2
Q7Z478	gene_name:DHX29
Q8IX18	gene_name:DHX40
Q9NVH1	gene_name:DNAJC11
Q6ZR08	gene_name:DNAH12
Q9UNI6	gene_name:DUSP12
O43854	gene_name:EDIL3
Q8TC29	gene_name:ENKUR
Q00013	gene_name:MPP1
Q9NPA0	gene_name:EMC7
Q8N6R0	gene_name:EEF1AKNMT
Q9Y6B2	gene_name:EID1
Q4L180	gene_name:FILIP1L
Q5HY92	gene_name:FIGN
Q9Y613	gene_name:FHOD1
O95750	gene_name:FGF19
Q13642	gene_name:FHL1
Q14517	gene_name:FAT1
Q7Z6J6	gene_name:FRMD5
A9Z1Z3	gene_name:FER1L4
P63145	gene_name:ERVK-24
Q9Y231	gene_name:FUT9
Q4VC44	gene_name:FLYWCH1
Q6NT46	gene_name:GAGE2A
Q9H334	gene_name:FOXP1
Q9H1C3	gene_name:GLT8D2
P0CL82	gene_name:GAGE12I
O75420	gene_name:GIGYF1
Q6UWU2	gene_name:GLB1L
Q969I3	gene_name:GLYATL1
A6NDK9	gene_name:GOLGA6C
Q86SP6	gene_name:GPR149
Q7Z601	gene_name:GPR142
Q8TDT2	gene_name:GPR152
A6NN73	gene_name:GOLGA8CP
Q86XS8	gene_name:RNF130
Q49SQ1	gene_name:GPR33
Q9NQS5	gene_name:GPR84
P43080	gene_name:GUCA1A
P07492	gene_name:GRP
P57764	gene_name:GSDMD
P0C1H6	gene_name:H2BW2
Q9Y3E1	gene_name:HDGFL3
P04908	gene_name:H2AC4
P49748	gene_name:ACADVL
P36544	gene_name:CHRNA7
P11229	gene_name:CHRM1
Q9NY61	gene_name:AATF
Q0P651	gene_name:ABHD18
Q15847	gene_name:ADIRF
Q9H2P0	gene_name:ADNP
P84996	gene_name:GNAS
P30038	gene_name:ALDH4A1
P52594	gene_name:AGFG1
Q9H0P7	gene_name:AGPAT4-IT1
P15121	gene_name:AKR1B1
Q5TGY3	gene_name:AHDC1
Q9BT30	gene_name:ALKBH7
Q53H80	gene_name:AKIRIN2
Q8IZF7	gene_name:ADGRF2
Q6GMV1	gene_name:ALG1L
Q8IZ07	gene_name:ANKRD13A
P01008	gene_name:SERPINC1
O95626	gene_name:ANP32D
Q96LR9	gene_name:APOLD1
Q96NW4	gene_name:ANKRD27
Q13795	gene_name:ARFRP1
Q9NP61	gene_name:ARFGAP3
P12429	gene_name:ANXA3
Q9BQE5	gene_name:APOL2
Q6NXE6	gene_name:ARMC6
Q66PJ3	gene_name:ARL6IP4
A6NFN9	gene_name:ANKUB1
P04424	gene_name:ASL
Q86XS5	gene_name:ANGPTL5
Q10588	gene_name:BST1
P43251	gene_name:BTD
Q96KV6	gene_name:BTN2A3P
Q3C1V8	gene_name:BSX
Q6UX41	gene_name:BTNL8
Q12830	gene_name:BPTF
Q9BQP9	gene_name:BPIFA3
P35070	gene_name:BTC
Q9H165	gene_name:BCL11A
Q9UBV7	gene_name:B4GALT7
Q92560	gene_name:BAP1
Q6ZUV0	gene_name:ACOT7L
Q9H503	gene_name:BANF2
Q6PI77	gene_name:BHLHB9
Q86V35	gene_name:CABP7
P20851	gene_name:C4BPB
P52907	gene_name:CAPZA1
Q9BXY5	gene_name:CAPS2
Q3KRA6	gene_name:C2orf76
O60911	gene_name:CTSV
Q9H159	gene_name:CDH19
P55283	gene_name:CDH4
Q96MC4	gene_name:CEP295NL
Q8TDN4	gene_name:CABLES1
Q96MF4	gene_name:CCDC140
Q13948	gene_name:CUX1
Q8IYX3	gene_name:CCDC116
Q15834	gene_name:CCDC85B
A0A1B0GUA6	gene_name:CCDC195
Q6UXH8	gene_name:CCBE1
Q1T7F1	gene_name:CCB42_HUMAN
Q86UT8	gene_name:CENATAC
P55774	gene_name:CCL18
Q9BUX1	gene_name:CHAC1
Q96BS2	gene_name:TESC
Q7LFX5	gene_name:CHST15
O14627	gene_name:CDX4
Q8NCH0	gene_name:CHST14
Q8N6W0	gene_name:CELF5
Q8N4C0	gene_name:C9orf62
Q9H6J7	gene_name:C11orf49
Q9Y471	gene_name:CMAHP
Q86XI2	gene_name:NCAPG2
Q9NZA1	gene_name:CLIC5
P30622	gene_name:CLIP1
Q6WN34	gene_name:CHRDL2
P56282	gene_name:POLE2
P09884	gene_name:POLA1
Q96FJ2	gene_name:DYNLL2
Q6P4E1	gene_name:GOLM2
Q8TDU6	gene_name:GPBAR1
P79483	gene_name:HLA-DRB3
Q9Y6X5	gene_name:ENPP4
Q9H9B1	gene_name:EHMT1
O95864	gene_name:FADS2
P16930	gene_name:FAH
Q8N7N1	gene_name:FAM86B1
A8MX19	gene_name:FAM90A12P
Q7Z2K6	gene_name:ERMP1
A6NEW6	gene_name:FAM90A16P
O76062	gene_name:TM7SF2
Q8NFF5	gene_name:FLAD1
Q8TC99	gene_name:FNDC8
Q15485	gene_name:FCN2
Q06787	gene_name:FMR1
Q96LA5	gene_name:FCRL2
Q5VW36	gene_name:FOCAD
Q6P3S6	gene_name:FBXO42
Q8TAL6	gene_name:FIBIN
Q9Y4F1	gene_name:FARP1
Q6V0I7	gene_name:FAT4
A6NFH5	gene_name:FABP12
Q8IVP5	gene_name:FUNDC1
P02792	gene_name:FTL
Q9P0K9	gene_name:FRRS1L
O00451	gene_name:GFRA2
P55107	gene_name:GDF10
P56159	gene_name:GFRA1
